transition_possessions,halfcourt_possessions,transition_2pt,halfcourt_2pt,transition_3pt,halfcourt_3pt,transition_TOV,halfcourt_TOV,transition_F,halfcourt_F,transition_empty,halfcourt_empty
37,8,16,2,5,1,6,1,0,0,10,4
